recoverykey,ivr_call_id,acd_area_nm,call_end_dt,call_end_tm,call_answer_tm,route_value,icm_acct_type_cd,eqp_prod_id,cust_value,lang_pref_ind,cacs_state_cd,first_bill_cd,onstar_ind,transfer_point,onebill_ind,high_risk_ind,cacs_work_state_cd,ivr_cust_src_cd,bus_rule,script_nm,eccr_line_bus_nm,eccr_super_line_bus_nm,eccr_dept_nm,mtn,eccr_call_ctr_cd,acd_appl_id,agent_group_id,callers_region,transfer_flag,final_call_dispo,call_dispo_flag,peripheral_call_type,final_object_id,call_duration_seconds,ring_tm_seconds,delay_tm_seconds,time_to_aband_seconds,hold_tm_seconds,talk_tm_seconds,work_tm_seconds,local_q_tm_seconds,handle_tm_seconds,delay_answer_seconds,call_offered_cnt,answer_half_hr,abandons_cnt,answered_cnt,ansr_30_cnt,ansr_30_to_40_cnt,tm_zone_offset,callcenterid,sor_id,cust_id,cust_line_seq_id,acss_call_id,callcenterid_agent,acd_area_nm_agent,eccr_line_bus_nm_agent,eccr_dept_nm_agent,rep_type_cd,ecc_sm_ind,eid,call_answer_dt,routercallkeyday,routercallkey,super_bus_rule,super_skill_group,super_call_type_cd,dev_cat_cd,hpr_cd,specialization_cd,client_channel_cd,client_application_cd,call_status,call_reas_cd,orig_ivr_call_id
9.1823E+12,EWAABx8aibKP+5DKAYZWVO4+p3Cc3Z+iv4b0YzfBIt7tBNcZ6StmUu+4yc5QFhopYal7MKgGsQTq74x+T65wBw==,SPC,2020-03-01,16:10:37,15:52:36,DEF,SMBC,44406,MN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,Lc9tn3kulae3jDddaGGcmKDdByK3eGFcqyGRtJifZ1Xxvj9HGss/8FrMdcMQclk15rZJ3xuhUDFtUnZPS5SB+A==,EQ,5993,10800,GL,1,30,1,2,,1081,0,0,0,651,417,13,0,1081,0,1,32,0,1,1,0,0,271,V,kNGYeirpWAb+WCVQ+Njq/iKscAdy3UloaUyP/0WjmzAfUW58aD9wYv3fm42Nf3K09HNh+BSj6qE5tbM/QFxkqw==,3,VzOsLj6igavgzNtsX/8B1vcOFRIMcjEuQtOOifMKXjP3BjJg3jugOqB720Di/mMsEoQScO9P2tl7KpaGgBQnrA==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,hBOIBql+09UFzDEGs97AZWc4l3skudLI/RsOKSqumsWrWR189se5O3glkXu8n6wOTjVZewg/73Y8q0ddqYP7hg==,SPC,2020-03-01,10:21:09,10:13:10,DEF,SMBC,45173,MN,S,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,sFkZG+h5UHLA1l3vQR821Aa2ov5p2rY5CNPvv/wMqRLmx4h5FruFrJWMeE3QKApOKyD6rudsYNto9rRQL/+8EQ==,EQ,5993,10800,SE,1,30,1,2,,480,0,1,0,68,376,35,0,479,0,1,21,0,1,1,0,0,271,V,B9xqa0ZZamKlKpgkcfQAO+jzb7YRTCT1dsUZcNBsGA4QXxUbcgWbdG8s1CF4/pVWG5dXlALcjX2LnpY6LVXEww==,1,c0V9BjdSigEyb2hy54JR1VBJLfWMQH6HLIFKFRvFqr8asXAK00DDrJ/TygXHUbJ4sSAMw6IvrALH1XB/+dc1HQ==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,PoqdxfPhqF4ZmCK7pIybWwbOqVBc/Te23KhwTWplftGtjlKj3GmRWTzMLtffnHkqyfSLgSgIkEfYL2fcJIJOfg==,SPC,2020-03-01,13:41:20,13:34:54,DEF,SMBC,0,MN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,DgeobvT1R0L8OR6X2XkBz3bPUaema7o3T8WaoDD733l5ud0xFsMCxzOPoiPLPYl7zH9Rqw2GzaHaMrBsVMta3Q==,EQ,5993,10800,SC,1,30,1,2,,437,0,0,0,245,106,35,51,386,51,1,28,0,1,0,0,0,271,V,N9r+Ro5B4t2ETK/fMljJaYvsdKi1my+6wprTKwyaOK+3fkAfSCj9UN5BAtZPO5jaG1Cae9wU1jU5Qla3yT04AA==,6260,Mz3iB2rK75sQu9+6hrNCDAPg++mZ//5pku88+WYfrWZcTJcsFer+hZ9yAvZmTn6t8PuVZSP1wGRWdbdAI08hCQ==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,bgNpv4XaWouGEx0Lv7WJvlA9PQ/yq4HSRMKrQWKy2ZR9pmBDVxIFzg5dagiuElbsUcMdhRxZsGisKviiuhzRDQ==,SPC,2020-03-01,17:49:06,17:37:14,DEF,SMBC,34615,MN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,j9htqvZ2kfZM9cGpOCf4judQgGQV/izhcLiSQ7OKOqNdoVX1F0/+RWoEtotKGPfoCWc3xE6u137ifIIHOLfPRQ==,EQ,5993,10800,SC,1,30,1,2,,989,0,0,0,163,514,35,277,712,277,1,36,0,1,0,0,0,271,V,RJO/ZYHLNDj+Q4voyQ2eqWaUDNEaBFq49HmQBpX6IEJsB/rsKwq/qdjft5R3R4JHHuYEMzsV2BL/XFIHQHRAiQ==,10,QrMGFSaMUKrreNvsVtIwTt0wopo1SMnIuffSxG0e7jAwHL8A6TRCKievaNG/tpvvBE4YtNZ7FZmEu5/NDY6T7Q==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,6DacJJ5w6vE6n3LlPXcCAK0TMTo0TDxhLANZ5+4xgbpYgvO1MXRfFwMnqUsvHNDsmiIaKN1xJHRB3gNvDjIYaQ==,SPC,2020-03-01,14:51:29,14:47:45,DEF,SMBC,45765,MN,E,W1,0,N,BSCSHOO,N,N,W02,N,NA,,BGCO-GNRLCLEU,Business,BSC,PJNwXUDoOgm/PFuRnGuFXS/m66dehWp0TjXPFal8kfU7ag75THu2KlrLzMF9yIUo7tScM31XCj93nrlNd/+IHQ==,EQ,5993,10800,GL,1,30,1,2,,284,0,0,0,40,157,27,60,224,60,1,30,0,1,0,0,0,271,V,PCqIH7yS52aA06GeTutgbgekOhbmaPh5vMjyHCzS1+TE38ByLXW/AKCwocbUptqDlvfz4YdD9MM9El43qEgAqA==,13,Hya5sNAM0b733Hssr16PEqk9iC6eHb2PRtdmZNh11+iXsaQV+cEPIPgf0jzxHvIM807og66kpCzajtLk81DYSQ==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,r57jZirw4asHRIY3NGE6DQBH+p5ucP80zumSk4H7tjF3b3nulx9RwJQAcQltX4oKA76D9kqfL1+ac9ip6vQQ+Q==,SPC,2020-03-01,10:29:36,10:21:10,DEF,SMBC,34615,MN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,kwqMeARmjSUZdKgABfjYkHnVNjIZfVUVBYmxPmcWo9kxIU8FF4bBTwK1RAdMlx+lbc6CFcuv8rL/WMYYSuhQTw==,EQ,5993,10800,SE,1,30,1,2,,543,0,0,0,311,193,2,37,506,37,1,21,0,1,0,1,0,271,V,7yKy2FLpg5U7q2funlFU6GeUGi7IqNAFZBIESmPmHWSVz+Auy/VpSLrTLWIKxMeEdw1rNjzoY6egG880RKL8FQ==,7,PHN12fpzSNgsJ9BBPUNn4v86FqDlxaDJIRCtHoDv1MKMzn2vfpUA+NV60uzdPysU1kszrPgTmTGVuZMoVu3htQ==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,N9pKJenMpr6b5qGrkGzvDprqUyz9s3cjB0MQb5NUqthtrmAqM2z9t2APstpZH+3C7FwnPIcUZw4y4qWgNBQDGQ==,SPC,2020-03-01,10:04:57,9:58:22,DEF,SMBC,38906,MN,E,W1,0,N,BSCSHOO,N,N,B05,N,NA,,BGCO-GNRLCLEU,Business,BSC,ybKGY3ErTFs+L6drQ2YSDXofJ2J5FIrLGEtCDdVmQgeH4dA8X+KVJe21DMnaGK2Jb73+aq7/BX90OQe9sq6zMg==,EQ,5993,10800,SE,1,29,1,2,,396,0,1,0,2,358,35,0,395,0,1,20,0,1,1,0,0,271,V,JUsLm1LJMpsipcwH9mA1LVLWjOQOLCRBRqIe7h8zK0z91Z08+WsoVhcQEi6sXtRwz2+ZuG4KlFkWhps8tg35Sw==,1,HI3wywCx4fTJye7iGbIQAaxNNX6LLMvZKnaBzFciBic5uHxMYb5qvwhDYmbFDsgvvRIo47ubQoycYQyT/vLvHA==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,WKctO1jAMY+ZUCpQMw5PCOHC5BhU+ZJuOUN+b81yXuHxi8hJuP6hcaDZ5nJLGCpQDOnz7OOUt25k/EivHovb0w==,SPC,2020-03-01,16:22:39,16:12:14,DEF,SMBC,38914,MN,E,N0,0,N,BSCSHOO,N,H,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,1prPM/u5WfXUuANyZ2tGE8m1M79F6qNSDxJYpBerduwEuRnsAFqaJSaX1Ea3LklHnK5FA//lgZY942VZ90Iyuw==,EQ,5993,10800,SE,1,30,1,2,,625,0,0,0,348,242,35,0,625,0,1,33,0,1,1,0,0,271,V,zj9SkxX2uACA6AkJruhUGDnE+JBudwxad99V4TwnrYDbTReHag2S14ZhyQx8+r7lZrQDj5bpAdkqRCYnaF86Iw==,11,TLsPpMTtNxKpZofHOyl0V9G/u0a7eppgMC9RaqFsV+KwdWv2bXK/n0OCtc3Z3LJWx+tCC6Yb71QKaIrP47lBeA==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,1oHM2f7ut1eOsR1nSICZ8Xq+12SQeYXJCyLUjngDBGDhuetyh6PMK04uX6n+9PKgnlPAuybpiTgoNzQcx3JSnw==,SPC,2020-03-01,14:53:23,14:48:27,DEF,SMBC,34639,MN,E,N0,0,N,DTAXFR3,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,xnJ/a44PHz2F2DFGUm5BjrGDh3OwPryCHdVZXhp71QT8mYjXP4ZO2qQszc1BqynSledHg4gk9QqmaPsnq6twOg==,EQ,5993,10800,PC,1,29,1,2,,368,0,0,0,106,155,35,72,296,72,1,30,0,1,0,0,0,271,V,ANLZ/JIf1w5nZ1cfHN55gmxz7GJl7X0/1AEUbN1b9GXXDsp8h18QtnBNoG4fRRz5o3f7dfdijSk0Js3YZN6KTQ==,1,ibwKIsAmdOA2oOvzkgjz+d/XHBR8iz6GR5L6pUbIfvVVHSdKt3ujcxrKcyq6ez9VEDkWld79SUMsBMMzN1ipwA==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,nkV615lADoTRUfsjILXbgbSnUMGRvMIMeOiAWXKsr1V4ERetf/yGxmC1Jp/S3W+a3NasdkJAgmhXDmSXBwdDzA==,SPC,2020-03-01,14:31:56,14:27:38,DEF,NATX,29183,MN,E,N5,0,N,BSCSHOO,N,N,N24,N,NA,,BGCO-GNRLCLEU,Business,BSC,WTBrGpsQH8S3D7bGU1UMFXZ8OCxIc9WWIHhxjpv9jWY6P9ilOcU6nxFbXSW/pQeEV82OdMNLexCJT0M/4GY8XA==,EQ,5993,10800,NE,1,30,1,2,,369,0,0,0,19,204,35,111,258,111,1,29,0,1,0,0,0,271,V,HrL3Vp14qfptp91Ew68eyczuLsdKrvx9Wdj0Cr2N+Nlswd9W6Ht9e5HM8WseHJvfhHYzDwbtemH9s+nBReWthw==,62733,Qv8yBj9258t82A4zqoDEAOtWKvuWqB5hhOyEnUIepdPldFUv6tfP9zdpOtR/fHhcdABOZgku5eqs7r3etGGrFg==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,IN2G5v/FFLYvJZUB68JDK2dpSZICh/5RHkvhwo/tT8RJoHyd4IX0suHbEik6fk9EbyljK405wra0XJCAl13cAA==,SPC,2020-03-01,13:11:02,12:57:31,DEF,SMBC,40471,MN,S,W1,0,N,BSCSHOO,N,N,B05,N,NA,,BGCO-GNRLCLEU,Business,BSC,oduxcWHnE01w0GYwkrjYY3ii4FijDVd+EmMAGjBlondByusDTiL/LWdHzeQOvhYy2ZFyUyaMmHJuYR7uIEBAEA==,EQ,5993,10800,SE,1,30,1,2,,812,0,1,0,74,737,0,0,811,0,1,26,0,1,1,0,0,271,V,kL7D6+PeH6b43FdF0aUMw5w/S9W7+/tSacZoZYoIIbTADtDsHhioxAuAydNBkrD1KPQjmC8Vh25EySk8Nk35Vw==,1,txAZBc19lIKPf/pVnxZ+n93T0nu+layWkZYWS+5TSEhkII2HTjvJ6RpeA+tk4Yo3+BJv3cB3OLWGzeTEy8YIOA==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,UojFHdhVTaAIMPMGjFk7tR5KiqFnhu2Okgi4lC5lorSjjPxhQ7fT+xtOUWkxrbqNkL2S7zF8VgqLla3W6mMWnw==,SPC,2020-03-01,14:14:31,13:57:27,DEF,MAJX,36229,MN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,IiU0jv0XUAJus6QbliK+pLRe8L8/EroJiU9D/R3w6OUVPib4UNe2dvU2bMKwQGaK4feb4Guk76wY/Pvzo58oSg==,EQ,5993,10800,NC,1,30,1,2,,1025,1,0,0,499,490,35,0,1024,1,1,28,0,1,1,0,0,271,V,P3LxU0mJHeM+9KwxJupeKVAkkmg2YwrJCJUhK7kEQ06BNS2pJ7iM8VQROHwDGQHyWW3JfqSsQP0nAszm4WYXTQ==,7,Xn9/WJlc/6MFEe1J6Ye0jy7VvEqHmYZOXayS9in6uNbjt4cTXSsh+TtacIsWGqODXqmYzbA5Cr04LIP1vFme/A==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,iBafqIG0tN1b23MYTxMUU4fUL9Ul2vRrhNOSg1JZWGpFHOfSmTb6c3NOPFtp3f+wKtPsSoP81Al+F6H/fMrWCA==,SPC,2020-03-01,14:18:59,14:11:40,DEF,SMBC,34639,MN,E,N1,0,N,BSCSHOO,N,N,W01,N,NA,,BGCO-GNRLCLEU,Business,BSC,IJaGaVl7hF/9BgkRtQYgHu+lHYBwUqdMi+27yTM5ggMgkxAPreJgdqjMMO3of1Dlj1PVwcIYnaFl4staB3AvvQ==,EQ,5993,10800,PC,1,30,1,2,,440,0,0,0,97,307,35,1,439,1,1,29,0,1,1,0,0,271,V,UAPGNgxU8h2RBY1tzp08gKQZBCaMEKFOTikJYefaw+ckmvQCYjyJkUJRRNcHIbw/Cvfs0ncsifEGJ8YQD6cYlw==,11,Sj4qBBNcNGAZSEnqJukMP/sbFP4lx1dF4SlznrVlpc+Nv58G5QVglwYV421sLXgQ2nELVQEk7pnPtK+vilsB+g==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,dTN0Mr7kHNupWCjz4u8c9SBd2xeaQA+B1y3ofsiu5IhYgE8ZioaG1EhoTbTmfpt889pbN13qEXxcMaH1CGFJZA==,SPC,2020-03-01,18:09:54,18:00:42,DEF,SMBC,35962,LN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,LpJw81AU/pW0uD7w0KfXT3X+vwp1GSsrjcyoJtskhwb+DWGqjmjn5mPS9b7I43G86RkZ28GqhkRcxi7rcVWEjg==,EQ,5993,10800,NC,1,30,1,2,,990,0,0,0,271,278,3,438,552,438,1,37,0,1,0,0,0,271,V,ywfxybyRv7NY3OgBf3mklj6uGeoHDZTAYbKqN7J/j9shpfZjyQFrRXVTlkaX12IWDRB64FsG5LMlZZLKxt82rQ==,1441,6b9EiWhvPk3pTGPy+5PYaiwHosAwF74kybYDtKE6zwOZqe7L7j5n8pi4zYazhEkqd/K9lAAiU94YyAW68gU+PA==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,2je9GmdZ2hnKxcesFFFCmjCpExJcKhiM3H/bt1/6vc+Ud8KMz+Z/Gt1W3fC0UGJGjeLGGF/TLMvQKCqf1aj2SQ==,SPC,2020-03-01,14:26:57,14:10:51,DEF,SMBC,35903,MN,E,W0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,6ZjvpWQmg1p4LllsXEvAf2SMeLcekXav8K4p8WSmtUCmLNFcKr/jVsyx9V4m9VDDEpscidfA3pYcJtR1vBmwVg==,EQ,5993,10800,NC,1,30,1,2,,987,3,0,0,313,653,0,18,966,21,1,29,0,1,1,0,0,271,V,XVmc/GtLPGSq412kzlHUr8av4Ulxvu3Mg2maaN3b2rU/SaIjODgMq6M+h1FnmjiFxMK4y7Dh7zFQ8To0ui68DA==,4,,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,Z5YHfyZgwTIqse8MJcHcXrBGX7z/qIUtyYDzkN0O0aDkeO/dFdIppoihfMjjBCgsWLilMq8ylSU+GTXK/dISqA==,SPC,2020-03-01,15:29:49,14:55:50,DEF,SMBC,45797,MN,E,W0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,7EXMTwDEWZUi9Dgfobk3ZfdkVvMMwHCLubTmoQShdv9vrn3308dE+quth9+qGTIeCo4gPNJM7EzTwEJ7PB+JEQ==,EQ,5993,10800,SC,1,30,1,2,,2068,0,0,0,741,1298,0,29,2039,29,1,30,0,1,1,0,0,271,V,uPIhSboRv784v+4T8/34HlbglsRCllO0q67GzfKbbbwCWwtWAhcUkJOncE+BLsOyZhJ6dVL7raZcHLuj9R0O8w==,8,HsRLa85uA/bdNSaYPh7AqefDKp4p89sK+rlZkL34+7lVRG04dV0wawrVtsHEO0u2szbwUb+u4AfeuzcuVrjHmg==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,TkZjtsbJ2itKBLOwIXapwAALAA6imcbob8T58PbHLTEJQ0DYFQtwvXlnrzAR5k+3doRulvWTL5R6VkV336zokg==,SPC,2020-03-01,17:19:31,17:01:30,DEF,SMBC,41946,MN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,inn+cHGTyHIjr17Ry+aHvZUmyjFPouhgkul/cWBbTsJ9FcCaKiI9eDJ3a1rdD1Su7wkOqEukV6Q1abq80hdyYw==,EQ,5993,10800,SE,0,13,1,2,,1204,0,0,0,292,786,3,123,1081,123,1,35,0,1,0,0,0,271,V,Wfz+fZFALCTk0mlhzSfLYa2szUJwQxMjBNTYLAcVIkTXIiAwos/lm0WtjQKNKbolNda4JXdZaIUl1zvMtjcdkA==,23,DAyxexlQdDmfQOYjbfnRc6UzfIapu7cRe6Yda3RyHy12+t+iUJllt8j4Bi1AG6D52kX7G17iZAOvsEB5jRM5Wg==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,WKE3gCIRzGvBDEBdAY7W0wrufXgqw27RDqYsoL73KV/xQIa/GDJmaUB6AoQ5Z7K3EZcEhw3ABBcr9r+SETXxaw==,SPC,2020-03-01,15:09:45,14:50:47,DEF,SMBC,33935,MN,E,W0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,hkKGO80/Ir1rNoLXMY4mp4jl/6ufi4REqeYdZQ5UbqfUm33TA1SOKWCkMW3DokiTbyonyVwwezXLXg7qL2ggOQ==,EQ,5993,10800,NE,1,30,1,2,,1242,0,0,0,66,1072,0,104,1138,104,1,30,0,1,0,0,0,271,V,328seANZxhD+hnJUJo1gOwB24JjxeaU96GLO/YdvkjAuQnyF8cvCnglbsalVYB4H1xIp6GeSPBrxLjE6wCoBhw==,2,Gj/s39Ok5erGrldOVMym8rThmbjhajL+VVhLwKXcLq63SlJgYh0EOoo1Yf28ectAgxNAoDHsdqXskpKfRZ6tSA==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,6rInuAy724ciPqdertGiWOEC+fd0dkic+fL8Ac42HfIZrmJF6X3FGoq3U/LX9QQExGgZ+MwyvVsTEOtw+4IY+g==,SPC,2020-03-01,13:38:37,13:29:43,DEF,SMBC,36224,MN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,7ZTqKlLPQw94ZSOvY6mTVEeQYprqt4481jyHUAuoxt7Iax70Q1cICnWlIVZ8l6KGeoO1FdIhQNkpzx3R/4rX3w==,EQ,5993,10800,NC,1,29,1,2,,600,0,0,0,20,479,35,66,534,66,1,27,0,1,0,0,0,271,V,h1I+igrCr0PXSc5o/4X38dDy/D+UcdzqChPyr5OOus1AYlEulANYv3snPTxQ8NAIpPirYmEqZwa4yDbNtm2cEQ==,7,Id9MUl2FSwzlSRDJnUsuKiq8OJzHwePsImDbaT8TZa3xPtA1F1ATSVHF/rpkD72/6xJKDOk3xM2fDTM+DuLoSg==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,ctCgHpcp4Ayv402GdkqcdK1wuM9Gyrn2+yk6Ly/XmgsOganV5xeMfApGpGMyJ5wfzFttN6B2E2UYRM+tkzbJTg==,SPC,2020-03-01,14:50:01,14:43:51,DEF,MAJX,45771,MN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,Ud26jhfBR83U592z2QH8XXJj8ToxbPjzQzvDZZhKG+rRXxN/KyEc4BlMsXvoFF4l2B+lRoq7samvwjrf2EbEBg==,EQ,5993,10800,PC,1,30,1,2,,481,0,0,0,137,220,13,111,370,111,1,30,0,1,0,0,0,271,V,NjzrHl0lUy03mmPEHAq2fOmW3B+dMj5J40+0eRpJCyhPfQV/oecJIhMz4dTsACV6y5HzMjUhr0ip/ZN59mdH4A==,105,/g3sHDwsoNWnuKxHwhiTTRMuqeywPEPXnf+srCEViqwvbfnKwTTk+XOYSOOLoa0tXVaZtZ+H1ph4t4wg6OJGGg==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,lQ+CSCmQ4unkcy9Wv9IYtMl5DCmLJjz1lwziVHeyWrzcs/5nAMbsfLbm5aUn/WqLXe2WGPUhg3J7qATL9i5Orw==,SPC,2020-03-01,11:57:30,11:55:58,DEF,SMBC,13281,LN,E,W0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,A73dANEr4vuWQO/vOnXqlvkdBTL4Kwv2uWjo3gbsKz0v9pPzUgywyNJU3SnKX2H8bCJkEKLah32+Rnc23vxPOA==,EQ,5993,10800,NE,1,29,1,2,,92,0,0,0,31,26,35,0,92,0,1,24,0,1,1,0,0,271,V,x4SHbK1tDFBd5qt2HbW7K1ymn0JlZNfQ2RET8Khu/7ZI+Rt2GmrF3HuFUYJd+GK6m9HJeJH7R2WhQNJFv03EBw==,16,aaNGlwxP96YudWXrjo5tSLH50AFuX6xo2gHjPqnKtNzZzuIJi6w4+Sr2FBdUbKp0Ae+RxPMR+0cDMTq8Pc86fw==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
